id	pt_category	en_category	es_category	proposal_id	pt	en	es	candidate_ids	start_date	source_link	source_text	pt_multichoice	en_multichoice	es_multichoice
25	Saúde	Health	Salud	24	Ampliar a articulação entre os setores públicos e privados de saúde	Expand the articulation between the public and private health sectors	Ampliar la articulación entre el sector público y privado de la salud	Ciro;Bolsonaro;Soraya;d'Avila	2022_10_4_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Finalmente, a obtenção dos objetivos estratégicos definidos no Plano de Governo 2023-2026 no âmbito da saúde exige avançar no aprimoramento da gestão do Sistema Único de Saúde – SUS, ampliando e melhorando a articulação entre os setores público e privado (complementar e suplementar) mediante o aperfeiçoamento dos mecanismos de regulação e aumento da eficiência e a equidade do gasto, com adequação do financiamento às necessidades da população.; Será necessário estruturar uma central permanente de regulação e firmar parcerias com a rede privada para reduzir, em um ano, a grande fila de atendimentos a todo tipo de demandas (consultas, diagnósticos por meio de exames, cirurgias).; Adotar medidas de gestão administrativa e financeira através da implantação de Parcerias Públicas-Privadas (PPPs), com foco na melhoria da qualidade dos serviços públicos oferecidos à população, que assegurem e aumentem a qualidade do atendimento do Sistema Único de Saúde (SUS).; ESTIMULAR O SETOR PRIVADO A TRABALHAR COM O SUS			
26	Saúde	Health	Salud	25	Incentivar pesquisas relacionadas a medicamentos	Encourage research related to medicines	Fomentar la investigación relacionada con los medicamentos	Ciro;Soraya	2022_2_31_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf	Ciro; Soraya			
27	Saúde	Health	Salud	26	Políticas específicas de saúde voltadas para mulheres, população LGBTQIA+, pessoas com deficiência e entre outros grupos vulneráveis	Specific health policies aimed at women, LGBTQIA+ population, disabled people and among other vulnerable groups	Políticas específicas de salud dirigidas a las mujeres, población LGBTQIA+, personas discapacitadas y entre otros grupos vulnerables	Lula	2022_10_24_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf	Com políticas de saúde integral, vamos fortalecer no SUS as condições para que todas as mulheres tenham acesso à prevenção de doenças e que sejam atendidas segundo as particularidades de cada fase de suas vidas. (...) Propomos políticas que garantam os direitos, o combate à discriminação e o respeito à cidadania LGBTQIA+ em suas diferentes formas de manifestação e expressão. Políticas que garantam o direito à saúde integral desta população, a inclusão e permanência na educação, no mercado de trabalho e que reconheçam o direito das identidades de gênero e suas expressões. (...)  Para tanto é preciso assegurar às pessoas com deficiência e suas famílias o acesso à saúde, à educação, à cultura e ao esporte, e a inserção no mundo do trabalho. Nosso compromisso é romper as barreiras do capacitismo e assegurar a todos os brasileiros e brasileiras inserção social, oportunidades e autonomia.			
28	Saúde	Health	Salud	27	Continuar programas relacionados ao incentivo de atividade física para a atenção primária	Continue programs related to encouraging physical activity for primary care	Continuar con los programas relacionados con el fomento de la actividad física para la atención primaria	Bolsonaro	2022_10_24_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Deve-se dar continuidade a programas exitosos como o Incentivo de Atividade Física para a Atenção Primária, uma vez que 15% do total de internações pelo SUS é atribuído à falta de exercícios físicos			
29	Saúde	Health	Salud	28	Reforçar a consolidação do programa nacional de apoio a atenção oncológica	Reinforce the consolidation of the national cancer care support program	Reforzar la consolidación del programa nacional de apoyo a la atención del cáncer	Bolsonaro	2022_10_26_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Se reforçarão as ações tendentes à consolidação do Programa Nacional de Apoio à Atenção  Oncológica (Pronon), instituído pela Lei nº 12.715/2012. Esse programa tem como propósito ampliar a oferta de serviços e expandir a prestação de serviços médico-assistenciais no  ampo das doenças oncológicas.			
30	Saúde	Health	Salud	29	Estruturar a carreira médica no SUS com mecanismos de atratividade e reconhecimento	Structuring the medical career in the SUS with mechanisms of attraction and recognition	Estructuración de la carrera de medicina en el SUS con mecanismos de atracción y reconocimiento	Ciro	2022_2_31_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Vamos também valorizar a classe médica, que tem  salvado muitas vidas no país, em especial durante a pandemia.  Vamos discutir, no âmbito do SUS, a estrutura da carreira de médicos, mecanismos de atratividade, qualificação, reconhecimento e estímulo ao bom desempenho, com cobrança de resultados.			
31	Saúde	Health	Salud	30	Unidades de saúde com bom desempenho deverão monitorar e auxiliar as de desempenho inferior.	Health facilities with good performance should monitor and assist those with lower performance	Los establecimientos de salud con buen desempeño deben monitorear y ayudar a aquellos con menor desempeño	Ciro	2022_2_31_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Da mesma forma que na educação, unidades com bom desempenho deverão monitorar e auxiliar as de desempenho inferior.			
32	Economia	Economy	Economía	31	Ampliar a privatização de empresas estatais e concessões da infraestrutura nacional	Expand the privatization of state-owned companies and national infrastructure concessions	Ampliar la privatización de empresas estatales y concesiones de infraestructura nacional	Bolsonaro;Simone;d'Avila	2022_10_25_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Ampliar e Fortalecer o Processo de Desestatização e Concessões da Infraestrutura Nacional; Nosso governo será o governo das concessões, das parcerias público-privadas, das privatizações e da desestatização, sob coordenação do BNDES e com recursos destinados à redução da pobreza e à educação infantil;  Internamente, o estado pode acelerar o crescimento econômico e estimular a competitividade das indústrias brasileiras ao concentrar seus investimentos em infraestrutura, e reduzir ineficiências de mercados ao quebrar monopólios, incentivar a concorrência e privatizar empresas que estão sob controle estatal			
33	Economia	Economy	Economía	32	Políticas de valorização de estatais e contrárias à privatização	Policy for valuing state-owned companies and those against privatization	Política de valoración de las empresas estatales y contrarias a la privatización	Lula	2022_10_8_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Será necessário proteger o patrimônio do país e recompor o papel indutor e coordenador do Estado e das empresas estatais para que cumpram, com agilidade e dinamismo, seu papel no processo de desenvolvimento econômico e progresso social, produtivo e ambiental do país.			
34	Economia	Economy	Economía	33	Ações de incentivo à economia criativa	Actions to encourage the creative economy	Acciones para fomentar la economía creativa	Lula;Ciro;Simone;Soraya;d'Avila	2022_2_29_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Propomos a retomada dos investimentos em infraestrutura e em habitação, a reindustrialização nacional em novas bases tecnológicas e ambientais, a reforma agrária e o estímulo à economia solidária, à economia criativa e à economia verde inclusiva, baseada na conservação; na restauração e no uso sustentável da nossa biodiversidade.; estimularemos as diversas atividades da chamada economia criativa, que vem se constituindo em um importante ramo da atividade econômica e de criação de empregos para os jovens em atividades que contribuem para a melhoria de seu bem-estar.; A cultura voltará a ser tratada com o status, a atenção e a importância que merece, com a recriação de um ministério específico, para articular políticas com estados e municípios como estratégia de desenvolvimento, cidadania e fortalecimento da economia criativa.; Investir em turismo, ecoturismo, turismo de negócio, na economia criativa e da cultura; Cultura, turismo e economia criativa como motores do desenvolvimento			
35	Economia	Economy	Economía	34	Políticas e ações para renegociação de dívidas das famílias e das empresas	Policies and actions for debt renegotiation of households and companies	Políticas y acciones para la renegociación de la deuda de familias y empresas	Lula;Ciro	2022_10_26_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Como a renda familiar dos brasileiros e brasileiras desabou e o endividamento das famílias explodiu, já são mais de 66 milhões de pessoas inadimplentes, vamos promover a renegociação das dívidas das famílias e das pequenas e médias empresas por meio dos bancos públicos e incentivos aos bancos privados para oferecer condições adequadas de negociação com os devedores. Avançaremos na regulação e incentivaremos medidas para ampliar a oferta e reduzir o custo do crédito, ampliando a concorrência no sistema bancário.; Vamos refinanciar as dívidas das familias e das empresas, de forma que possam reestabelecer o crédito e ajudar na engrenagem da economia. Levando em conta que a dívida médias das pessoas é de R$ 4,2 mil reais - quantia que a maioria não tem como pagar - a proposta do PND é estimular os credores a dar um desconto de 70%, reduzindo essa dívida média pra cerca de R$ 1.400. Esse valor seria então financiado pela Caixa Econômica e o Banco do Brasil em 36 vezes e três anos de carência. Um programa nos mesmos moldes também ajudaria as mais de seis milhões de empresas que estão com o nome no Serasa. 			
36	Economia	Economy	Economía	35	Revogação do teto de gastos	Revocation of the spending ceiling	Revocación del techo de gasto	Lula	2022_10_9_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf	Vamos recolocar os pobres e os trabalhadores no orçamento. Para isso, é preciso revogar o teto de gastos e rever o atual regime fiscal brasileiro, atualmente disfuncional e sem credibilidade			
37	Economia	Economy	Economía	36	Reduzir a tributação sobre o consumo aumentando a tributação na renda de forma progressiva (de modo que os mais ricos paguem mais)	Tax reform with change in burden reducing taxation on consumption and increasing income progressively so that the richest pay more	Reforma tributaria con cambio de gravamen, reducir los impuestos sobre el consumo y aumentar progresivamente los ingresos para que los más ricos paguen más	Lula;Ciro	2022_10_10_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Proporemos uma reforma tributária solidária, justa e sustentável, que simplifique tributos e em que os pobres paguem menos e os ricos paguem mais. Essa reforma será construída na perspectiva do desenvolvimento, “simplificando” e reduzindo a tributação do consumo, corrigindo a injustiça tributária ao garantir a progressividade tributária, preservando o financiamento do Estado de bem estar social, restaurando o equilíbrio federativo, contemplando a transição para uma economia ecologicamente sustentável e aperfeiçoando a tributação sobre o comércio internacional, desonerando, progressivamente, produtos com maior valor agregado e tecnologia embarcada;  Taxação de grandes fortunas (0,5% sobre fortunas acima de R$ 20 milhões, alcançando em torno de 60 mil contribuintes e gerando aproximadamente RS 60 bi de receitas). Vamos alterar a composição da carga tributária no país, o que significa, em termos proporcionais, uma redução da tributação sobre a produção/consumo e a elevação da tributação sobre a renda.			
38	Economia	Economy	Economía	37	Isenção do imposto de renda de trabalhadores que recebam até 5 salários mínimos	No income tax for workers making up to 5 minimum wages.	No hay impuesto sobre la renta para los trabajadores que ganan hasta 5 salarios mínimos.	Bolsonaro	2022_10_9_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Isentar os trabalhadores que recebam até cinco salários mínimos durante a gestão 2023-2026.			
39	Economia	Economy	Economía	38	Ações para coibir a sonegação de impostos	Actions to curb tax evasion	Acciones para frenar la evasión fiscal	Lula	2022_10_13_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf	Queremos, também, corrigir um mecanismo que historicamente transfere renda das camadas mais pobres para as camadas de maior renda da sociedade: a sonegação de impostos			
40	Economia	Economy	Economía	39	Nova política de preços dos combustíveis 	New fuel pricing policy	Nueva política de precios de combustibles	Lula;Ciro	2022_10_20_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Transição para uma nova política de preços dos combustíveis e do gás, que considere os custos nacionais e que seja adequada à ampliação dos investimentos em refino e distribuição e à redução da carestia. Os ganhos do pré-sal não podem se esvair por uma política de preços internacionalizada e dolarizada: é preciso abrasileirar o preço dos combustíveis e ampliar a produção nacional de derivados, com expansão do parque de refino.; Uma das nossas prioridades será mudar a política de preços da Petrobras, que hoje só beneficia os importadores e acionistas, mas prejudica toda a sociedade brasileira, dado seu impacto sobre a inflação.			
41	Economia	Economy	Economía	40	Consolidar e ampliar ações de regularização fundiária aliadas ao fortalecimento dos institutos legais que assegurem o acesso à arma de fogo	Consolidate and expand land regularization actions, allied to the strengthening of legal institutions that ensure access to firearms	Consolidar y ampliar las acciones de regularización de tierras, aliado al fortalecimiento de las instituciones jurídicas que aseguren el acceso a las armas de fuego	Bolsonaro	2022_10_10_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Serão consolidadas e ampliadas todas essas ações de regularização fundiária, aliadas ao direito fundamental à legítima defesa e ao fortalecimento dos institutos legais que assegurem o acesso à arma de fogo aos cidadãos, garantindo o direito à propriedade, reduzindo os conflitos no campo e as invasões.			
42	Economia	Economy	Economía	41	Incentivar o empreendedorismo feminino através da facilitação do crédito e microcrédito	Encouraging female entrepreneurship through the facilitation of credit and microcredit	Fomentar el espíritu empresarial femenino a través de la facilitación de crédito y microcrédito	Bolsonaro;Ciro;Simone	2022_10_13_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf	Ações de promoção e capacitação para ampliar a participação das mulheres no (...) empreendedorismo (pela capacitação e democratização do acesso ao crédito e microcrédito).; Também serão implantados programas de microcrédito específicos para a população feminina; Ampliar o microcrédito produtivo e unificar programas com foco em inclusão produtiva; com atenção especial a mulheres empreendedoras			
43	Economia	Economy	Economía	42	Incentivar o empreendedorismo através da facilitação de crédito e desburocratização 	Encouraging entrepreneurship through credit facilitation and debureaucratization	Fomentar el espíritu empresarial a través de la facilitación del crédito y la desburocratización	Lula;Bolsonaro	2022_10_2_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Criar um ambiente em que empreendedores individuais, sociais e o cooperativismo em geral contem com um mosaico de oportunidades que assegure crédito facilitado, assistência técnica e, em gestão, acesso à tecnologia, prioridades em compras públicas e superação de burocracia.; O fomento do crédito à produção e a promoção do empreendedorismo são fundamentais. (...) desburocratizar e desregular as normas para favorecer a criação de empresas e o empreendedorismo			
44	Economia	Economy	Economía	43	Reduzir os custos de produção agrícola e o preço de comercialização de alimentos	Reduce agricultural production costs and marketing price	Reducir los costos de producción agrícola y el precio de comercialización.	Lula	2022_10_14_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf	A experiência brasileira já demonstrou que esse é o caminho para superar a crise alimentar e ampliar a produção de alimentação adequada e saudável, por meio de medidas que reduzam os custos de produção e o preço de comercialização de alimentos frescos e de boa qualidade			
45	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	44	Criar um novo Comitê Nacional de Políticas Públicas LGBTI+ 	Create a new National LGBTI+ Public Policy Committee	Crear un nuevo Comité Nacional de Políticas Públicas LGBTI+	Ciro	2022_2_31_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	Em relação à população LGBTQIA+, criaremos o Comitê Nacional de Políticas Públicas LGBTI+ com representantes estaduais, assim como uma Secretaria Nacional de Políticas Públicas para a Cidadania da população LGBTI+ que efetivamente implemente o Plano Nacional de Promoção da Cidadania e Direitos Humanos LGBTI+			
46	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	45	Ampliar a participação de mulheres na política e gestão pública	Increase the participation of women in politics and public management	Aumentar la participación de las mujeres en la política y la gestión pública	Ciro;Bolsonaro;Lula;Simone	2022_9_29_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf	Promoção das mulheres na ciência, nas artes, na representação política, na gestão pública e no empreendedorismo.; ações de promoção e capacitação para ampliar a participação das mulheres no parlamento; Equiparação quantitativa entre homens e mulheres na ocupação de cargos de direção na administração pública federal; Nosso compromisso é com a nomeação de um ministério paritário entre homens e mulheres.			
47	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	46	A abertura completa do sigilo bancário e fiscal de ocupantes de cargos de primeiro e segundo escalão no Poder Executivo.	The complete opening of banking and fiscal secrecy of first and second level positions in the Executive Power.	La apertura total del secreto bancario y fiscal de los cargos de primer y segundo nivel del Poder Ejecutivo	Ciro	2022_2_31_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf	A abertura completa do sigilo bancário e fiscal de ocupantes de cargos de primeiro e segundo escalão no Poder Executivo.			
48	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	47	Adesão formal do país à Recomendação de Integridade Pública do Conselho da OCDE	Country's formal adherence to the OECD Council's Public Integrity Recommendation	Adhesión formal del país a la Recomendación de Integridad Pública del Consejo de la OCDE	Bolsonaro	2022_10_14_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Para o futuro, esperamos o resultado do Peer Review de Integridade Pública – a OCDE está fazendo a avaliação de integridade pública do Brasil –, que possibilitará a adesão formal do país à Recomendação de Integridade Pública do Conselho da OCDE. 			
49	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	48	Implementar uma estratégia federal de Integridade Pública 	Implement a federal Public Integrity strategy	Implementar una estrategia federal de Integridad Pública	Bolsonaro	2022_10_15_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Implementação da Estratégia Federal de Integridade Pública			
50	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	49	Propor regras de transparência dos beneficiários finais de recursos públicos	Propose rules for the transparency of final beneficiaries of public resources	Proponer reglas para la transparencia de los beneficiarios finales de los recursos públicos.	Bolsonaro	2022_10_16_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Estudo para propor regras de transparência dos beneficiários finais de recursos públicos.			
51	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	50	Investimento nas Forças Armadas e fomento de sua participação internacional como em missões patrocinadas pela ONU	Investment in the Armed Forces and promotion of their international participation as in UN-sponsored missions	Inversión en las Fuerzas Armadas y promoción de su participación internacional como en las misiones patrocinadas por la ONU	Bolsonaro;Simone	2022_10_19_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf	Ampliando os planos de investimento e melhoria das capacidades das Forças Armadas, (...) participar de acordos e operações internacionais, notadamente aqueles que busquem a paz, como as missões patrocinadas pela ONU.; Intensificar a participação em forças de paz internacionais, reforçando o intercâmbio, a visão geopolítica global e a posição pacifista e universal de nossas Forças Armadas			
52	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	51	Manter o valor de 600 reais para o Auxílio Brasil	Maintain the value of 600 reais for Auxílio Brasil	Mantienen valor de 600 reales para Auxílio Brasil	Bolsonaro	2022_10_25_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Um dos compromissos prioritários do governo reeleito será a manutenção do valor de 600 reais para o Auxílio Brasil a partir de janeiro de 2023.			
53	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	52	Criar programa que amplie a garantia da cidadania para os mais vulneráveis e traga uma renda mínima universal	Create a program that expands the guarantee of citizenship for the most vulnerable and brings a universal minimum income	Crear un programa que amplíe la garantía de ciudadanía para los más vulnerables y traiga un ingreso mínimo universal	Lula;Ciro;Simone	2022_10_15_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf	Um programa Bolsa Família renovado e ampliado precisa ser implantado com urgência para garantir renda compatível com as atuais necessidades da população. (...)  viabilizará a transição por etapas, no rumo de um sistema universal e uma renda básica de cidadania.; Vamos implantar o programa de Renda Mínima Universal, que daremos o nome de Eduardo Suplicy, englobando os pagamentos feitos pelo Auxílio Brasil, o Seguro Desemprego e a Aposentadoria Rural.; Instituir benefício de renda mínima para eliminar a pobreza extrema, levando em conta a composição familiar e a insuficiência de renda			
66	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	66	Políticas voltadas para a cultura por meio de articulação com instituições e empresas do setor privado e organizações da sociedade civil	Culture-focused policies through articulation with private sector institutions and companies and civil society organizations	Políticas enfocadas en la cultura a través de la articulación con instituciones y empresas del sector privado y organizaciones de la sociedad civil	Bolsonaro	2022_10_20_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	fortalecerá a gestão das políticas públicas para a cultura, por meio da ampliação das capacidades de planejamento e execução de metas, a articulação das esferas dos poderes públicos, o estabelecimento de redes institucionais das três esferas de governo e a articulação com instituições e empresas do setor privado e organizações da sociedade civil.			
67	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	67	Aumentar a transparência através do cumprimento da Lei de Acesso à Informação	Increase transparency through compliance with the Access to Information Law	Incrementar la transparencia a través del cumplimiento de la Ley de Acceso a la Información	Lula;d'Avila	2022_10_21_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Vamos reabrir o governo, resgatar a transparência e garantir o cumprimento da Lei de Acesso à Informação.; Aumentar a transparência e o controle das atividades do governo federal, garantindo uma rigorosa ampliação da Lei de Acesso à Informação.			
68	Estado e Assistência Social	Government and Social Support	Estado y Asistencia Social	68	Preservação da cultura e da demarcação das terras  indígenas e quilombolas	Preservation of culture and demarcation of indigenous and quilombolas lands	Preservación de la cultura y demarcación de tierras indígenas y quilombolas	Lula;Ciro;d'Avila	2022_10_16_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Estamos comprometidos com a proteção dos direitos e dos territórios dos povos indígenas, quilombolas e populações tradicionais. Temos o dever de assegurar a posse de suas terras, impedindo atividades predatórias, que prejudiquem seus direitos. É fundamental implementar políticas que lhes assegurem vida digna e cidadania, respeitando e valorizando sua cultura, tradições, modo de vida e conhecimentos tradicionais; Urge que as reservas territoriais destinadas à sua população sejam respeitadas, preservadas e não sejam exploradas de forma ilegal por outros grupos étnicos. A cultura indígena deve ser preservada, bem como as atividades produtivas que eles realizam para seu sustento.; Defender os direitos de propriedade para povos indígenas com revisão da legislação, tendo como premissa o respeito às especificidades culturais, viabilizando a inclusão econômica e o protagonismo indígena. 			
54	Meio Ambiente	Environment	Medio Ambiente	53	Incentivar a atividade minerária com o compromisso à proteção ao meio ambiente	Encouraging mining activity within a logic of environmental protection	Fomentar la actividad minera dentro de una lógica de protección ambiental	Lula;Bolsonaro	2022_10_17_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	A atividade minerária deve ser estimulada por meio de maiores encadeamentos industriais internos e compromisso com a proteção ao meio ambiente, direitos dos trabalhadores e respeito às comunidades locais.; No próximo governo, a atividade (minerária) deve ser estimulada para que se atinja o desejado desenvolvimento socioeconômico e a proteção do patrimônio ambiental, binômio que representa o desenvolvimento sustentável.			
